action,y_true,y_pred,gender,loss,total_cost,confidence
AI,1,1,1,0.0,0.0,0.8564908486542432
AI,1,1,1,0.0,0.0,0.9063601477717841
HUMAN,0,0,0,0.0,0.8,0.552159219177695
HUMAN,0,0,0,0.0,0.8,0.6600921775949544
AI,1,1,1,0.0,0.0,0.8868923211536233
AI,1,1,1,0.0,0.0,0.93050529784794
AI,1,1,1,0.0,0.0,0.8840275458081781
AI,1,1,0,0.0,0.0,0.8846767933703197
AI,1,1,1,0.0,0.0,0.8248799259193182
HUMAN,0,0,1,0.0,0.8,0.5057323709574713
AI,1,1,0,0.0,0.0,0.9142085440150334
AI,1,1,0,0.0,0.0,0.8328735643996522
HUMAN,1,0,0,1.0,1.8,0.698216401242229
AI,1,1,0,0.0,0.0,0.911165042384232
AI,1,1,0,0.0,0.0,0.9062309104832593
AI,1,1,0,0.0,0.0,0.891961488745568
AI,1,1,1,0.0,0.0,0.9142681900102383
AI,0,0,0,0.0,0.0,0.9741260871296022
AI,0,1,0,1.0,1.0,0.8095949756881617
HUMAN,1,1,1,0.0,0.8,0.5578999667847231
AI,1,1,0,0.0,0.0,0.8235816975427659
AI,1,1,1,0.0,0.0,0.8492271873071898
HUMAN,0,0,1,0.0,0.8,0.7468471926718506
AI,1,1,1,0.0,0.0,0.9117130231744388
HUMAN,1,1,1,0.0,0.8,0.7822666102842228
HUMAN,0,0,0,0.0,0.8,0.544894389213672
AI,1,1,1,0.0,0.0,0.9040863980275639
AI,1,1,0,0.0,0.0,0.8839575170399933
AI,1,1,0,0.0,0.0,0.8231278934294078
AI,0,0,1,0.0,0.0,0.993161462322883
AI,1,1,1,0.0,0.0,0.8213248581146635
AI,1,1,1,0.0,0.0,0.8874723610240212
AI,1,1,0,0.0,0.0,0.8724758154222556
AI,1,1,0,0.0,0.0,0.9023142334891829
AI,1,1,0,0.0,0.0,0.8672298278061554
AI,1,1,1,0.0,0.0,0.8868250288621798
HUMAN,1,1,1,0.0,0.8,0.56568677687025
AI,1,1,1,0.0,0.0,0.900440520558163
HUMAN,1,1,1,0.0,0.8,0.633581387630847
AI,1,1,1,0.0,0.0,0.8811291261225422
AI,1,1,0,0.0,0.0,0.935332204997423
AI,1,1,1,0.0,0.0,0.9479785052795229
HUMAN,0,0,1,0.0,0.8,0.6502324708415865
HUMAN,1,1,1,0.0,0.8,0.6722632281752803
HUMAN,0,0,0,0.0,0.8,0.5426733490488103
HUMAN,1,1,0,0.0,0.8,0.7405870824394072
AI,1,1,1,0.0,0.0,0.8748416962518248
HUMAN,0,0,0,0.0,0.8,0.5994890734831342
AI,1,1,1,0.0,0.0,0.9138117540444451
HUMAN,1,1,0,0.0,0.8,0.535104225789608
AI,1,1,0,0.0,0.0,0.9049261641666695
AI,0,1,0,1.0,1.0,0.8625913098865817
AI,1,1,1,0.0,0.0,0.7899572316628991
AI,1,1,1,0.0,0.0,0.8527906200433304
AI,1,1,0,0.0,0.0,0.8944133230948935
AI,0,0,1,0.0,0.0,0.9821677592889675
AI,1,1,1,0.0,0.0,0.886941738635129
AI,1,1,1,0.0,0.0,0.882533920482626
HUMAN,1,1,0,0.0,0.8,0.7862237872693332
AI,0,1,1,1.0,1.0,0.8469304183516115
AI,0,0,1,0.0,0.0,0.9749545935558948
AI,1,1,1,0.0,0.0,0.931180449713888
AI,1,1,1,0.0,0.0,0.8883217149479732
HUMAN,1,0,1,1.0,1.8,0.5638936537285631
AI,0,0,0,0.0,0.0,0.974470618473068
AI,1,1,1,0.0,0.0,0.8415974738060349
HUMAN,0,0,0,0.0,0.8,0.7767587174363701
AI,0,1,1,1.0,1.0,0.7975251804562534
AI,1,1,0,0.0,0.0,0.8237042302737743
AI,0,1,1,1.0,1.0,0.9028904928929664
AI,1,1,1,0.0,0.0,0.860706157309117
AI,0,1,0,1.0,1.0,0.8207595620158221
AI,0,0,0,0.0,0.0,0.9725315451433622
AI,1,1,1,0.0,0.0,0.9177219104086503
HUMAN,0,0,1,0.0,0.8,0.7073696410630016
AI,1,1,1,0.0,0.0,0.8979982191788535
HUMAN,0,0,0,0.0,0.8,0.668562092992637
AI,1,1,0,0.0,0.0,0.828339985225066
AI,1,1,1,0.0,0.0,0.8314998517742873
AI,1,1,1,0.0,0.0,0.8926136361214014
AI,1,1,1,0.0,0.0,0.9070203949297335
HUMAN,1,1,1,0.0,0.8,0.7756619910410555
AI,1,1,0,0.0,0.0,0.837678272045762
AI,0,0,0,0.0,0.0,0.9758643732623935
AI,0,1,0,1.0,1.0,0.8704880077078213
AI,1,1,1,0.0,0.0,0.8313986817675287
HUMAN,1,1,1,0.0,0.8,0.6594723532235085
AI,0,0,0,0.0,0.0,0.9873164825132963
AI,0,0,1,0.0,0.0,0.9772516203465125
AI,0,0,1,0.0,0.0,0.9723330037497805
HUMAN,1,1,0,0.0,0.8,0.5818241558206674
AI,0,0,1,0.0,0.0,0.9780448019846374
AI,1,1,0,0.0,0.0,0.8220674326431501
AI,0,0,0,0.0,0.0,0.9868733808567729
AI,1,1,1,0.0,0.0,0.8927290313079634
HUMAN,0,0,1,0.0,0.8,0.5600504783602164
HUMAN,1,1,0,0.0,0.8,0.7844769181486164
AI,0,1,1,1.0,1.0,0.8958956861590831
AI,1,1,0,0.0,0.0,0.8247552614090502
AI,1,1,0,0.0,0.0,0.828339985225066
AI,1,1,1,0.0,0.0,0.8638319803161822
AI,1,1,1,0.0,0.0,0.8640581052262426
AI,1,1,0,0.0,0.0,0.9142397328580124
AI,1,1,0,0.0,0.0,0.8294060534186887
AI,0,0,0,0.0,0.0,0.9888049679491662
AI,1,1,1,0.0,0.0,0.8159088662764951
AI,1,1,1,0.0,0.0,0.9328622756034826
AI,0,1,1,1.0,1.0,0.8705521609943482
AI,1,1,0,0.0,0.0,0.9380625412848881
HUMAN,1,1,0,0.0,0.8,0.6640744548148304
AI,1,1,0,0.0,0.0,0.9095874961286945
AI,1,1,1,0.0,0.0,0.8913259146479785
AI,0,1,1,1.0,1.0,0.8714225456891397
AI,0,0,0,0.0,0.0,0.9889323301108754
AI,1,1,0,0.0,0.0,0.8700561495446596
AI,1,1,0,0.0,0.0,0.9080446657500021
AI,0,0,1,0.0,0.0,0.9775892343714683
HUMAN,1,1,1,0.0,0.8,0.7798366403549839
HUMAN,1,0,0,1.0,1.8,0.6083173252343473
AI,1,1,1,0.0,0.0,0.8602359249503232
AI,1,1,0,0.0,0.0,0.8404393210355444
AI,0,1,0,1.0,1.0,0.8620787560247875
AI,1,1,1,0.0,0.0,0.8182249818195328
HUMAN,0,0,0,0.0,0.8,0.5886139322725129
HUMAN,1,1,1,0.0,0.8,0.7209591173324128
HUMAN,1,1,1,0.0,0.8,0.5549661886535697
AI,1,1,1,0.0,0.0,0.8704925360501473
AI,0,1,0,1.0,1.0,0.8761739928810849
AI,0,1,0,1.0,1.0,0.8239970801755081
AI,1,1,0,0.0,0.0,0.8987873471042118
HUMAN,1,1,0,0.0,0.8,0.6568480606313964
AI,0,0,0,0.0,0.0,0.9769853789272409
HUMAN,1,1,0,0.0,0.8,0.5700161771535295
AI,0,1,0,1.0,1.0,0.7929638325076784
AI,0,1,1,1.0,1.0,0.9082851344953837
AI,1,1,1,0.0,0.0,0.8870910424711083
AI,0,0,1,0.0,0.0,0.9802503676295228
AI,1,1,1,0.0,0.0,0.9110930652689321
AI,1,1,1,0.0,0.0,0.8526726266549034
AI,1,1,0,0.0,0.0,0.8745154976221128
AI,1,1,1,0.0,0.0,0.8445827502073635
AI,1,1,1,0.0,0.0,0.8641347021416964
AI,1,1,1,0.0,0.0,0.8767524406802261
AI,1,1,0,0.0,0.0,0.9064065360245992
HUMAN,1,0,1,1.0,1.8,0.631541468373163
AI,1,1,1,0.0,0.0,0.8574399490325602
AI,1,1,0,0.0,0.0,0.831324284559595
AI,1,1,1,0.0,0.0,0.8925743199335905
HUMAN,1,0,0,1.0,1.8,0.7721222792684417
AI,0,0,0,0.0,0.0,0.9881078446667648
AI,1,1,0,0.0,0.0,0.9004571716149066
AI,1,1,0,0.0,0.0,0.875732134601577
AI,1,1,0,0.0,0.0,0.8878884225607557
AI,1,1,1,0.0,0.0,0.8874466982034557
AI,1,1,1,0.0,0.0,0.8677194081133482
AI,1,1,0,0.0,0.0,0.9094952516131901
HUMAN,1,0,1,1.0,1.8,0.5538557427041625
AI,1,1,0,0.0,0.0,0.9440418614419596
AI,0,0,1,0.0,0.0,0.9866378756404934
AI,0,1,1,1.0,1.0,0.8326396173702142
AI,0,0,0,0.0,0.0,0.9700588475615244
AI,1,1,1,0.0,0.0,0.8995818198246275
AI,1,1,0,0.0,0.0,0.9164712768939298
HUMAN,1,1,1,0.0,0.8,0.5702898119619108
AI,0,0,1,0.0,0.0,0.9733065069993297
HUMAN,1,1,1,0.0,0.8,0.69710537589522
AI,0,0,1,0.0,0.0,0.9734470899962006
AI,1,1,1,0.0,0.0,0.7912718215226028
HUMAN,1,1,0,0.0,0.8,0.5302109013980705
AI,1,1,1,0.0,0.0,0.9077670168259944
AI,1,1,0,0.0,0.0,0.8537627810988144
AI,1,1,1,0.0,0.0,0.9000903317923725
HUMAN,0,0,0,0.0,0.8,0.5563302198792436
AI,1,1,1,0.0,0.0,0.9217815959931202
AI,1,1,1,0.0,0.0,0.8255371730173688
AI,0,0,0,0.0,0.0,0.9715024360376383
AI,0,0,1,0.0,0.0,0.988869159866684
AI,0,0,1,0.0,0.0,0.9738161906431618
AI,0,0,1,0.0,0.0,0.9729985656435556
AI,1,1,0,0.0,0.0,0.8717634076928652
AI,1,1,1,0.0,0.0,0.8829018548175682
AI,1,1,1,0.0,0.0,0.8703492371107068
AI,1,1,1,0.0,0.0,0.8670162338670033
AI,0,1,0,1.0,1.0,0.8568171613225222
AI,0,0,1,0.0,0.0,0.9828947995840323
AI,1,1,0,0.0,0.0,0.9151924774385017
HUMAN,1,1,1,0.0,0.8,0.6133373577174271
AI,1,1,1,0.0,0.0,0.9189528373923224
AI,0,0,0,0.0,0.0,0.9885289516662482
AI,0,0,1,0.0,0.0,0.9850488661117252
AI,0,1,0,1.0,1.0,0.8704834526754833
AI,0,0,0,0.0,0.0,0.9738271656272098
AI,1,1,1,0.0,0.0,0.9228845523607729
AI,1,1,0,0.0,0.0,0.8860970788606763
AI,1,1,1,0.0,0.0,0.9064718165561338
AI,1,0,0,1.0,1.0,0.9811241823707847
AI,1,1,0,0.0,0.0,0.8850218984484762
AI,1,1,0,0.0,0.0,0.9148797717260397
AI,0,1,0,1.0,1.0,0.8215936619330346
AI,1,1,0,0.0,0.0,0.9208293518601678
AI,1,1,1,0.0,0.0,0.8695194502959517
HUMAN,0,0,1,0.0,0.8,0.5139622301196395
AI,0,0,1,0.0,0.0,0.9889537963283801
AI,1,1,1,0.0,0.0,0.9426318126069029
AI,1,1,1,0.0,0.0,0.8656927982326399
AI,0,0,1,0.0,0.0,0.9652163666653083
HUMAN,1,0,0,1.0,1.8,0.5486691791125466
AI,1,1,1,0.0,0.0,0.9197962637120216
HUMAN,0,0,0,0.0,0.8,0.5063776134970821
AI,0,1,1,1.0,1.0,0.8698310404695919
AI,0,0,1,0.0,0.0,0.9946362972248312
AI,1,1,0,0.0,0.0,0.8463315527191902
AI,0,0,1,0.0,0.0,0.9878231515612409
HUMAN,1,0,1,1.0,1.8,0.5850924825711804
AI,1,1,1,0.0,0.0,0.9229223763317403
AI,0,0,1,0.0,0.0,0.9766079270781616
AI,1,1,0,0.0,0.0,0.907062579782733
AI,1,1,0,0.0,0.0,0.8205642105842544
AI,1,1,1,0.0,0.0,0.8693728688086539
AI,1,1,1,0.0,0.0,0.9071866728210211
AI,1,1,0,0.0,0.0,0.8250026533421023
AI,1,1,1,0.0,0.0,0.8932913672139955
AI,1,1,1,0.0,0.0,0.8413074043725569
AI,1,1,0,0.0,0.0,0.8240123379586741
AI,1,1,0,0.0,0.0,0.9045184307731476
AI,1,1,0,0.0,0.0,0.9065816203406593
AI,1,1,0,0.0,0.0,0.9028219956014132
HUMAN,1,1,1,0.0,0.8,0.5302226230501063
AI,0,0,1,0.0,0.0,0.9774543923185959
HUMAN,0,0,1,0.0,0.8,0.615284342962681
AI,1,1,1,0.0,0.0,0.918527386037318
AI,0,0,0,0.0,0.0,0.990748818026374
AI,1,1,1,0.0,0.0,0.894298264127583
AI,1,1,1,0.0,0.0,0.824548091439169
AI,0,0,1,0.0,0.0,0.994749222154162
HUMAN,1,1,0,0.0,0.8,0.7641536706623492
AI,1,1,0,0.0,0.0,0.9019287030032211
AI,1,1,1,0.0,0.0,0.8549412338017787
AI,1,1,1,0.0,0.0,0.8875949243630062
AI,1,1,0,0.0,0.0,0.8811595115763332
AI,1,1,0,0.0,0.0,0.9101265021985128
HUMAN,1,0,1,1.0,1.8,0.7724048348161744
AI,1,1,1,0.0,0.0,0.888579813966263
AI,1,1,1,0.0,0.0,0.8828419833575151
AI,0,0,0,0.0,0.0,0.9655589869029947
AI,0,0,1,0.0,0.0,0.9961816523293965
AI,1,1,1,0.0,0.0,0.8744728060645066
AI,1,1,1,0.0,0.0,0.8202859231270413
HUMAN,0,0,1,0.0,0.8,0.6283812978544789
HUMAN,1,1,1,0.0,0.8,0.6793771684659224
AI,1,1,1,0.0,0.0,0.8228185493218663
AI,1,1,0,0.0,0.0,0.8890048185740923
AI,1,1,0,0.0,0.0,0.8938435132862843
AI,1,1,1,0.0,0.0,0.8831738360753748
AI,1,1,0,0.0,0.0,0.8294041955965451
AI,1,1,1,0.0,0.0,0.9335312322599758
AI,0,0,0,0.0,0.0,0.9829009502817934
AI,1,1,1,0.0,0.0,0.8219649259482589
AI,1,1,1,0.0,0.0,0.8253092138654422
AI,1,1,1,0.0,0.0,0.8657325227848318
HUMAN,0,0,1,0.0,0.8,0.6544366382142954
HUMAN,1,0,1,1.0,1.8,0.7366391537307151
AI,1,1,1,0.0,0.0,0.8242546255708657
AI,1,1,1,0.0,0.0,0.8939834175787581
AI,1,1,1,0.0,0.0,0.8231586746569794
AI,1,1,0,0.0,0.0,0.8846963186858503
AI,1,1,1,0.0,0.0,0.8528538302944684
AI,0,0,1,0.0,0.0,0.9776727637009216
AI,1,1,0,0.0,0.0,0.9005951116344386
AI,1,1,1,0.0,0.0,0.8266663947402755
AI,1,1,1,0.0,0.0,0.9204418972577486
AI,0,0,0,0.0,0.0,0.9039896097881185
AI,1,1,0,0.0,0.0,0.8640490625788816
AI,1,1,0,0.0,0.0,0.8589430693681314
AI,1,1,0,0.0,0.0,0.8988481275343304
HUMAN,0,0,0,0.0,0.8,0.654440486808384
AI,0,0,1,0.0,0.0,0.9871694097789858
HUMAN,1,0,0,1.0,1.8,0.6550962252890258
AI,1,1,0,0.0,0.0,0.8668575690828133
AI,1,1,1,0.0,0.0,0.8980852637996861
AI,1,1,0,0.0,0.0,0.9051968362991181
AI,1,1,1,0.0,0.0,0.8252183980489181
AI,1,1,0,0.0,0.0,0.894298264127583
AI,1,1,0,0.0,0.0,0.8803437296322658
AI,0,1,0,1.0,1.0,0.8282768565247338
AI,0,1,0,1.0,1.0,0.8094932048983063
HUMAN,1,1,0,0.0,0.8,0.7852266850369366
AI,1,1,0,0.0,0.0,0.8709835436188215
AI,1,1,1,0.0,0.0,0.9280720557225625
AI,1,1,1,0.0,0.0,0.9040923046207852
AI,1,1,0,0.0,0.0,0.8239970801755081
AI,1,1,1,0.0,0.0,0.8649627747438421
AI,0,1,1,1.0,1.0,0.8952666793475311
AI,1,1,0,0.0,0.0,0.9046563071917453
HUMAN,1,0,1,1.0,1.8,0.5562035734854239
AI,0,0,1,0.0,0.0,0.9863622993257476
HUMAN,1,1,0,0.0,0.8,0.5906278502379578
AI,1,1,0,0.0,0.0,0.9008660772753867
AI,0,0,1,0.0,0.0,0.9908810540821958
AI,1,1,1,0.0,0.0,0.9203280188684058
HUMAN,1,1,0,0.0,0.8,0.6030441693719041
AI,0,0,1,0.0,0.0,0.9765764013050305
AI,1,1,0,0.0,0.0,0.8982317817141275
HUMAN,1,0,1,1.0,1.8,0.5237823784975774
AI,1,1,0,0.0,0.0,0.8354921511856727
AI,1,1,0,0.0,0.0,0.864596356023845
HUMAN,1,1,0,0.0,0.8,0.7304761013437726
HUMAN,1,1,1,0.0,0.8,0.732879841249502
AI,1,1,0,0.0,0.0,0.866323243889154
AI,1,1,0,0.0,0.0,0.8666771947960413
AI,1,1,0,0.0,0.0,0.8228548255952111
AI,1,1,0,0.0,0.0,0.8885295303575385
HUMAN,0,0,1,0.0,0.8,0.7751830696282801
AI,0,1,1,1.0,1.0,0.8828115048375255
AI,0,0,0,0.0,0.0,0.9734145547204445
AI,1,1,1,0.0,0.0,0.907810318113944
AI,1,1,1,0.0,0.0,0.9354785529571235
AI,1,1,0,0.0,0.0,0.8750945143094848
AI,0,1,0,1.0,1.0,0.8081762897957289
AI,0,1,1,1.0,1.0,0.8083858204885349
AI,1,1,1,0.0,0.0,0.9039112926187393
AI,0,1,0,1.0,1.0,0.8489320293038437
AI,1,1,0,0.0,0.0,0.9095543172419832
HUMAN,0,0,1,0.0,0.8,0.5109384330364886
AI,0,1,0,1.0,1.0,0.9250593947338499
HUMAN,1,0,1,1.0,1.8,0.6171613508772055
HUMAN,0,0,0,0.0,0.8,0.7037311957905925
AI,1,1,0,0.0,0.0,0.8281798092041358
AI,1,1,0,0.0,0.0,0.8853885658764261
HUMAN,1,1,0,0.0,0.8,0.7377755562582465
HUMAN,0,1,1,1.0,1.8,0.5598947333682329
AI,0,0,1,0.0,0.0,0.9870414658905019
AI,1,1,0,0.0,0.0,0.8289652536882268
AI,1,1,0,0.0,0.0,0.8249317035278458
AI,1,1,1,0.0,0.0,0.8745074538506771
AI,1,1,0,0.0,0.0,0.886013116315217
AI,1,1,0,0.0,0.0,0.9112464683876027
HUMAN,1,0,1,1.0,1.8,0.6736832052624794
AI,0,0,1,0.0,0.0,0.9768001271310539
AI,0,0,1,0.0,0.0,0.9773601157330136
HUMAN,0,0,0,0.0,0.8,0.658730480413455
AI,0,0,1,0.0,0.0,0.9885249143671089
AI,1,1,1,0.0,0.0,0.9335071718072833
AI,0,1,0,1.0,1.0,0.8719429049807104
AI,1,1,1,0.0,0.0,0.9323908954141628
AI,0,0,0,0.0,0.0,0.9888371106701467
AI,1,1,0,0.0,0.0,0.907348537580846
HUMAN,1,0,1,1.0,1.8,0.5554865671247807
HUMAN,0,1,1,1.0,1.8,0.5856798157849725
AI,1,1,0,0.0,0.0,0.8937251656931281
AI,0,0,1,0.0,0.0,0.9773314691337537
HUMAN,0,0,1,0.0,0.8,0.5564047027397385
HUMAN,1,1,1,0.0,0.8,0.7239599510169896
AI,0,0,0,0.0,0.0,0.9780992087512015
HUMAN,1,1,1,0.0,0.8,0.6616846132869509
HUMAN,1,0,1,1.0,1.8,0.7829932820730472
HUMAN,0,0,1,0.0,0.8,0.5549320144277485
HUMAN,1,1,1,0.0,0.8,0.5758595180781008
HUMAN,1,1,1,0.0,0.8,0.7713529295104511
AI,1,1,1,0.0,0.0,0.8427293820646312
HUMAN,1,0,1,1.0,1.8,0.523747028925197
AI,1,1,0,0.0,0.0,0.9081573965509995
AI,1,1,0,0.0,0.0,0.8873699969874828
AI,1,1,1,0.0,0.0,0.90988516492438
AI,0,0,0,0.0,0.0,0.9893856180293635
AI,1,1,1,0.0,0.0,0.9475209246904075
AI,1,1,1,0.0,0.0,0.9064809501971766
AI,1,1,0,0.0,0.0,0.8238351660300456
AI,0,0,1,0.0,0.0,0.9903718531773238
AI,1,1,0,0.0,0.0,0.9063321707642272
HUMAN,1,1,1,0.0,0.8,0.6253533605913623
AI,1,1,1,0.0,0.0,0.8620974338977888
HUMAN,1,1,1,0.0,0.8,0.5578235029971366
AI,1,1,1,0.0,0.0,0.9340869681209686
AI,1,1,1,0.0,0.0,0.8658023815256147
AI,1,1,1,0.0,0.0,0.8627352602799316
AI,1,1,1,0.0,0.0,0.811830283734389
AI,1,1,1,0.0,0.0,0.9168633830413764
AI,1,1,0,0.0,0.0,0.9057479007004947
HUMAN,1,1,1,0.0,0.8,0.5549661886535697
AI,1,1,1,0.0,0.0,0.9040390489575344
AI,0,1,0,1.0,1.0,0.8303970865527356
HUMAN,1,1,1,0.0,0.8,0.674655453638562
HUMAN,0,0,1,0.0,0.8,0.6680984497132781
HUMAN,1,0,1,1.0,1.8,0.7728540586931405
AI,0,1,0,1.0,1.0,0.9043084860837629
AI,1,1,1,0.0,0.0,0.7900799896788405
HUMAN,0,0,1,0.0,0.8,0.6489269929869177
AI,1,1,1,0.0,0.0,0.8544415180165366
HUMAN,1,0,1,1.0,1.8,0.6761305708272287
AI,0,1,0,1.0,1.0,0.7892641059699179
AI,1,1,0,0.0,0.0,0.906278085853344
AI,1,1,1,0.0,0.0,0.8734580883001737
AI,1,1,0,0.0,0.0,0.8458330979936667
AI,1,1,0,0.0,0.0,0.8821727439481293
AI,1,1,1,0.0,0.0,0.8628232881359509
HUMAN,0,0,0,0.0,0.8,0.7085889966656188
AI,0,0,0,0.0,0.0,0.9779716299840588
AI,1,1,0,0.0,0.0,0.8259125631703348
AI,1,1,0,0.0,0.0,0.9045452237822733
AI,1,1,0,0.0,0.0,0.9382265142619051
HUMAN,1,1,0,0.0,0.8,0.5671724778165869
HUMAN,1,1,1,0.0,0.8,0.6682409054139331
AI,1,1,0,0.0,0.0,0.8629418518917802
AI,0,0,1,0.0,0.0,0.988679476133777
AI,1,1,0,0.0,0.0,0.9485769289210527
AI,1,1,1,0.0,0.0,0.9042387191521832
AI,0,0,0,0.0,0.0,0.9749714150719347
AI,0,0,1,0.0,0.0,0.974517297500435
HUMAN,1,1,0,0.0,0.8,0.5949054534041958
AI,1,1,0,0.0,0.0,0.8183703949167317
AI,1,1,1,0.0,0.0,0.9070190261171499
AI,0,0,0,0.0,0.0,0.9788100095500109
AI,0,0,1,0.0,0.0,0.973959324753729
HUMAN,1,0,1,1.0,1.8,0.6908590345762197
AI,1,1,1,0.0,0.0,0.8982889308882956
AI,1,1,0,0.0,0.0,0.8911630459629816
AI,1,1,1,0.0,0.0,0.8752607297783929
AI,1,1,0,0.0,0.0,0.9099225098207875
AI,0,0,0,0.0,0.0,0.9795032067723627
AI,1,1,0,0.0,0.0,0.8870910424711083
AI,1,1,0,0.0,0.0,0.8830267798956968
HUMAN,1,1,0,0.0,0.8,0.6841482954267077
AI,0,0,1,0.0,0.0,0.9728376011874668
AI,1,1,0,0.0,0.0,0.8812468425188655
AI,1,1,1,0.0,0.0,0.8747710761827019
AI,1,1,0,0.0,0.0,0.9034640847099148
AI,1,1,1,0.0,0.0,0.8911493000942903
AI,0,1,1,1.0,1.0,0.913051965682997
AI,1,1,0,0.0,0.0,0.8249903006581185
AI,0,0,1,0.0,0.0,0.9886522139434115
AI,1,1,1,0.0,0.0,0.8703492706301097
AI,1,1,1,0.0,0.0,0.8263217100485296
AI,1,1,0,0.0,0.0,0.9042942358355169
AI,0,0,1,0.0,0.0,0.9890607778563639
HUMAN,0,0,0,0.0,0.8,0.5575951300702893
AI,1,1,1,0.0,0.0,0.8865519469349706
AI,1,1,1,0.0,0.0,0.8436445328993216
AI,1,1,1,0.0,0.0,0.911760278445005
AI,1,1,1,0.0,0.0,0.8174635619516166
HUMAN,1,1,1,0.0,0.8,0.7200778957473429
HUMAN,1,1,1,0.0,0.8,0.7594686641611432
AI,1,1,1,0.0,0.0,0.9246436184713606
AI,0,0,1,0.0,0.0,0.988108704861822
AI,1,1,0,0.0,0.0,0.8757824090364712
HUMAN,1,1,0,0.0,0.8,0.704072777068923
HUMAN,1,1,0,0.0,0.8,0.7073847163752606
HUMAN,0,0,0,0.0,0.8,0.5535462890683236
AI,0,0,1,0.0,0.0,0.9758297151677319
HUMAN,0,0,1,0.0,0.8,0.5917952874328593
AI,1,1,0,0.0,0.0,0.8711917097929618
AI,1,1,0,0.0,0.0,0.8966835034060132
AI,1,1,1,0.0,0.0,0.9073191942429573
AI,1,1,0,0.0,0.0,0.8220674326431501
AI,1,1,1,0.0,0.0,0.882494359545154
HUMAN,1,0,1,1.0,1.8,0.5888899048906753
AI,1,1,0,0.0,0.0,0.9107808940984826
AI,1,1,0,0.0,0.0,0.9114551474492089
HUMAN,0,0,0,0.0,0.8,0.5730427941800289
